0;1;Albacete;Alicante/Alacant;Almería;Araba/Álava;Asturias;Badajoz;Balears, Illes;Barcelona;Bizkaia;Burgos;Cantabria;Castellón/Castelló;Ceuta;Ciudad Real;Coruña, A;Cuenca;Cáceres;Cádiz;Córdoba;Gipuzkoa;Girona;Granada;Guadalajara;Huelva;Huesca;Jaén;León;Lleida;Lugo;Madrid;Melilla;Murcia;Málaga;Navarra;Ourense;Palencia;Palmas, Las;Pontevedra;Rioja, La;Salamanca;Santa Cruz de Tenerife;Segovia;Sevilla;Soria;Tarragona;Teruel;Toledo;Valencia/València;Valladolid;Zamora;Zaragoza;Ávila
26;Almería;543.0;2307.0;297787.0;76.0;724.0;377.0;712.0;2815.0;362.0;334.0;525.0;562.0;;767.0;390.0;146.0;41.0;2805.0;1355.0;387.0;1601.0;33416.0;465.0;778.0;527.0;4029.0;195.0;541.0;62.0;4600.0;112.0;6671.0;7521.0;503.0;17.0;77.0;99.0;170.0;16.0;175.0;115.0;204.0;2534.0;60.0;743.0;116.0;823.0;2221.0;169.0;49.0;678.0;180.0
26;Araba/Álava;97.0;3454.0;883.0;90528.0;2815.0;282.0;625.0;1554.0;22869.0;25714.0;15875.0;1948.0;;105.0;801.0;193.0;1907.0;1712.0;135.0;18734.0;712.0;590.0;256.0;564.0;1668.0;275.0;3297.0;311.0;498.0;3233.0;;399.0;1256.0;8572.0;800.0;1876.0;920.0;1143.0;15207.0;1239.0;141.0;883.0;273.0;554.0;2209.0;169.0;300.0;941.0;1036.0;1703.0;1221.0;243.0
26;Asturias;300.0;3444.0;1087.0;548.0;824953.0;938.0;2587.0;2058.0;2956.0;1836.0;11219.0;555.0;;370.0;7128.0;417.0;1887.0;5450.0;279.0;1641.0;609.0;604.0;490.0;1791.0;440.0;160.0;51328.0;137.0;13298.0;10544.0;;1383.0;2864.0;1102.0;2502.0;2498.0;771.0;9524.0;1419.0;3751.0;733.0;1062.0;1151.0;338.0;771.0;376.0;889.0;1778.0;3521.0;7011.0;1127.0;710.0
26;Badajoz;117.0;598.0;413.0;16.0;731.0;151608.0;348.0;872.0;145.0;214.0;501.0;162.0;;861.0;343.0;146.0;25538.0;7787.0;1017.0;284.0;145.0;748.0;269.0;11414.0;175.0;224.0;369.0;38.0;243.0;5750.0;;427.0;2418.0;69.0;163.0;106.0;353.0;591.0;116.0;1752.0;338.0;230.0;6280.0;103.0;197.0;;1634.0;540.0;664.0;288.0;561.0;961.0
26;Balears, Illes;444.0;2862.0;488.0;39.0;1300.0;207.0;835616.0;8382.0;851.0;171.0;816.0;640.0;;290.0;1312.0;315.0;392.0;1235.0;434.0;345.0;1474.0;1574.0;275.0;396.0;435.0;482.0;564.0;376.0;679.0;6101.0;;907.0;1395.0;205.0;263.0;178.0;586.0;740.0;248.0;357.0;530.0;211.0;1398.0;72.0;1159.0;81.0;346.0;4543.0;267.0;99.0;517.0;152.0
26;Barcelona;2002.0;11445.0;5967.0;1569.0;5491.0;3388.0;51136.0;4308770.0;6315.0;4572.0;6475.0;21298.0;;2591.0;4765.0;3849.0;2932.0;4716.0;2801.0;6802.0;514218.0;5698.0;3582.0;1567.0;25826.0;2925.0;5448.0;104484.0;5354.0;23888.0;47.0;5091.0;6048.0;7220.0;4365.0;1440.0;3268.0;4327.0;4243.0;2334.0;2613.0;1191.0;4730.0;5126.0;347813.0;12775.0;2102.0;20731.0;2478.0;2149.0;16668.0;615.0
26;Bizkaia;135.0;5611.0;1076.0;25063.0;11370.0;1095.0;4315.0;3435.0;712187.0;56126.0;150822.0;2276.0;;483.0;4399.0;450.0;2500.0;5395.0;313.0;25030.0;1293.0;695.0;377.0;1486.0;2714.0;237.0;7638.0;1015.0;2805.0;8316.0;;996.0;3629.0;10551.0;2668.0;9473.0;734.0;2862.0;20466.0;4138.0;305.0;1301.0;936.0;1825.0;4151.0;396.0;934.0;2158.0;3255.0;4434.0;2388.0;545.0
26;Burgos;99.0;3218.0;1373.0;19216.0;5392.0;279.0;651.0;1083.0;4611.0;201469.0;24508.0;1620.0;;337.0;1197.0;353.0;822.0;2251.0;170.0;3212.0;407.0;516.0;462.0;334.0;593.0;156.0;3993.0;181.0;477.0;8702.0;;506.0;1708.0;2010.0;381.0;8519.0;227.0;1296.0;7199.0;2679.0;266.0;6627.0;436.0;3977.0;882.0;321.0;534.0;1256.0;7467.0;1678.0;1224.0;1052.0
26;Cantabria;51.0;1598.0;309.0;1440.0;9601.0;235.0;1534.0;1223.0;27758.0;5467.0;295718.0;583.0;;216.0;1561.0;57.0;630.0;1319.0;58.0;2194.0;565.0;388.0;374.0;362.0;436.0;126.0;2917.0;233.0;701.0;5848.0;;141.0;695.0;1102.0;265.0;6434.0;96.0;1056.0;1074.0;1244.0;261.0;679.0;347.0;271.0;538.0;19.0;348.0;678.0;1843.0;729.0;1024.0;246.0
26;Castellón/Castelló;1171.0;2961.0;322.0;326.0;299.0;114.0;843.0;3570.0;210.0;520.0;463.0;280006.0;;252.0;163.0;1624.0;111.0;419.0;163.0;306.0;1345.0;195.0;285.0;59.0;485.0;347.0;175.0;820.0;56.0;2000.0;;807.0;199.0;742.0;110.0;80.0;18.0;340.0;226.0;207.0;53.0;156.0;437.0;334.0;2390.0;5204.0;211.0;29187.0;657.0;120.0;1379.0;41.0
26;Ceuta;;175.0;276.0;;66.0;204.0;96.0;114.0;;;72.0;;;52.0;129.0;28.0;507.0;19201.0;245.0;;;1116.0;33.0;282.0;;178.0;125.0;;;500.0;23.0;188.0;7721.0;;;16.0;90.0;129.0;;78.0;55.0;15.0;1363.0;16.0;41.0;;111.0;236.0;22.0;45.0;69.0;
26;Ciudad Real;7452.0;5044.0;982.0;32.0;596.0;896.0;213.0;1254.0;287.0;287.0;721.0;668.0;;129068.0;250.0;3463.0;663.0;2088.0;2140.0;148.0;313.0;1960.0;875.0;903.0;193.0;2920.0;446.0;132.0;199.0;13160.0;;1190.0;3705.0;145.0;128.0;109.0;210.0;191.0;90.0;262.0;80.0;481.0;968.0;95.0;458.0;148.0;13212.0;3552.0;226.0;359.0;383.0;497.0
26;Coruña, A;85.0;1245.0;230.0;171.0;7940.0;417.0;1469.0;1997.0;1103.0;676.0;1902.0;169.0;;180.0;718026.0;168.0;530.0;2305.0;117.0;659.0;330.0;171.0;370.0;347.0;360.0;15.0;6347.0;145.0;29929.0;7885.0;;386.0;954.0;610.0;12205.0;242.0;715.0;74904.0;439.0;790.0;836.0;655.0;1125.0;155.0;366.0;81.0;756.0;1187.0;1048.0;1087.0;709.0;298.0
26;Cuenca;933.0;1900.0;333.0;;229.0;56.0;170.0;369.0;65.0;111.0;157.0;694.0;;620.0;119.0;50085.0;77.0;210.0;44.0;19.0;82.0;96.0;1147.0;28.0;57.0;231.0;58.0;;76.0;3547.0;;305.0;127.0;186.0;17.0;16.0;20.0;97.0;18.0;148.0;;104.0;118.0;115.0;103.0;233.0;993.0;3410.0;81.0;44.0;95.0;70.0
26;Cáceres;69.0;507.0;181.0;39.0;1068.0;12678.0;222.0;334.0;189.0;224.0;590.0;161.0;58.0;234.0;255.0;258.0;99806.0;3396.0;473.0;196.0;81.0;371.0;139.0;3590.0;66.0;77.0;460.0;22.0;180.0;4011.0;45.0;162.0;1173.0;117.0;64.0;119.0;231.0;312.0;52.0;4233.0;239.0;337.0;1865.0;65.0;176.0;79.0;1934.0;228.0;843.0;405.0;289.0;1112.0
26;Cádiz;350.0;1483.0;2441.0;202.0;1034.0;3783.0;2128.0;3252.0;486.0;653.0;832.0;437.0;3271.0;1434.0;1239.0;237.0;2141.0;571440.0;3112.0;921.0;670.0;5458.0;361.0;16222.0;331.0;2548.0;702.0;489.0;250.0;10718.0;29.0;1265.0;35238.0;745.0;231.0;318.0;1084.0;1040.0;241.0;1031.0;548.0;208.0;34201.0;51.0;738.0;43.0;1779.0;1881.0;899.0;325.0;816.0;217.0
26;Córdoba;499.0;814.0;2155.0;71.0;682.0;2331.0;529.0;1446.0;186.0;146.0;358.0;741.0;59.0;2016.0;550.0;263.0;615.0;12834.0;98451.0;368.0;445.0;6364.0;247.0;7202.0;285.0;7525.0;213.0;112.0;275.0;4361.0;;733.0;42639.0;609.0;215.0;32.0;329.0;338.0;44.0;227.0;349.0;166.0;20355.0;168.0;465.0;100.0;1032.0;1041.0;555.0;145.0;483.0;186.0
26;Gipuzkoa;15.0;2208.0;443.0;4779.0;3284.0;450.0;1317.0;2386.0;9987.0;3654.0;5423.0;1118.0;;191.0;1376.0;124.0;1597.0;1801.0;191.0;272046.0;1687.0;576.0;221.0;596.0;5271.0;172.0;1094.0;1486.0;421.0;3946.0;;394.0;1727.0;30772.0;279.0;1034.0;177.0;1298.0;7767.0;1367.0;167.0;436.0;670.0;857.0;1975.0;195.0;507.0;871.0;766.0;566.0;1891.0;290.0
26;Girona;137.0;752.0;304.0;161.0;226.0;225.0;2088.0;83179.0;265.0;84.0;261.0;834.0;;15.0;195.0;104.0;35.0;204.0;110.0;380.0;448687.0;448.0;78.0;66.0;917.0;240.0;270.0;2772.0;166.0;1119.0;;431.0;360.0;457.0;106.0;;285.0;191.0;166.0;179.0;56.0;17.0;224.0;95.0;2683.0;269.0;179.0;1375.0;74.0;16.0;918.0;47.0
26;Granada;478.0;1461.0;13523.0;290.0;549.0;831.0;1570.0;1312.0;255.0;204.0;392.0;358.0;407.0;1269.0;453.0;313.0;319.0;6607.0;2910.0;235.0;362.0;325677.0;345.0;1569.0;742.0;11472.0;164.0;91.0;134.0;4990.0;190.0;2512.0;23028.0;334.0;83.0;70.0;1318.0;454.0;268.0;219.0;898.0;260.0;3577.0;89.0;229.0;59.0;1045.0;865.0;230.0;211.0;313.0;198.0
26;Guadalajara;452.0;2393.0;622.0;66.0;972.0;362.0;336.0;974.0;220.0;630.0;1223.0;1155.0;;873.0;574.0;2706.0;801.0;660.0;180.0;212.0;165.0;583.0;116358.0;210.0;385.0;410.0;592.0;107.0;326.0;48357.0;;662.0;745.0;204.0;106.0;141.0;154.0;428.0;260.0;313.0;142.0;1145.0;253.0;971.0;261.0;276.0;2124.0;2114.0;403.0;364.0;836.0;849.0
26;Huelva;62.0;405.0;316.0;37.0;129.0;601.0;64.0;283.0;150.0;38.0;314.0;54.0;;184.0;64.0;96.0;523.0;1845.0;474.0;77.0;395.0;295.0;84.0;118324.0;30.0;445.0;58.0;262.0;;1021.0;;159.0;1569.0;42.0;52.0;;92.0;62.0;;159.0;122.0;39.0;7421.0;;78.0;63.0;349.0;285.0;152.0;;62.0;80.0
26;Huesca;41.0;287.0;54.0;35.0;263.0;28.0;203.0;1173.0;190.0;131.0;254.0;582.0;;119.0;230.0;24.0;42.0;137.0;18.0;202.0;276.0;81.0;107.0;19.0;59579.0;19.0;102.0;783.0;23.0;589.0;;122.0;173.0;596.0;45.0;21.0;18.0;34.0;247.0;23.0;;;;143.0;3082.0;595.0;54.0;254.0;20.0;35.0;8883.0;
26;Jaén;645.0;644.0;6869.0;73.0;200.0;410.0;269.0;942.0;19.0;54.0;140.0;45.0;40.0;1934.0;207.0;149.0;72.0;2331.0;5927.0;117.0;133.0;14343.0;430.0;930.0;17.0;120903.0;202.0;119.0;;4966.0;;1386.0;13807.0;175.0;18.0;43.0;116.0;194.0;75.0;382.0;53.0;83.0;2717.0;;134.0;;1042.0;834.0;27.0;83.0;350.0;54.0
26;León;122.0;1271.0;409.0;406.0;17056.0;399.0;664.0;896.0;905.0;2088.0;3279.0;472.0;;105.0;5455.0;212.0;397.0;1679.0;41.0;649.0;313.0;226.0;224.0;387.0;249.0;166.0;290323.0;48.0;3631.0;5414.0;;303.0;676.0;630.0;3574.0;3579.0;358.0;5397.0;947.0;2023.0;112.0;963.0;283.0;312.0;226.0;40.0;507.0;938.0;4291.0;4873.0;307.0;537.0
26;Lleida;;283.0;148.0;104.0;223.0;77.0;1223.0;13605.0;145.0;192.0;218.0;866.0;;30.0;103.0;35.0;123.0;90.0;129.0;229.0;4325.0;204.0;238.0;58.0;12629.0;131.0;244.0;100860.0;49.0;930.0;;120.0;315.0;338.0;60.0;81.0;79.0;43.0;239.0;26.0;48.0;25.0;197.0;171.0;26223.0;408.0;132.0;722.0;175.0;83.0;2686.0;
26;Lugo;20.0;92.0;38.0;73.0;2794.0;61.0;146.0;268.0;61.0;239.0;222.0;23.0;;;19182.0;38.0;124.0;274.0;;86.0;85.0;118.0;;96.0;34.0;;1414.0;38.0;84567.0;1041.0;;67.0;195.0;186.0;2291.0;111.0;79.0;9023.0;98.0;224.0;;139.0;126.0;37.0;47.0;44.0;141.0;123.0;299.0;222.0;150.0;75.0
26;Madrid;20769.0;180241.0;39244.0;7231.0;79056.0;42139.0;39008.0;40679.0;26135.0;47509.0;81421.0;39730.0;586.0;62536.0;40556.0;92492.0;87545.0;70206.0;17367.0;23049.0;12789.0;30170.0;216120.0;23108.0;15327.0;28356.0;48876.0;5624.0;18026.0;3825568.0;486.0;56786.0;77116.0;17730.0;14416.0;16484.0;14081.0;39228.0;13780.0;50132.0;12282.0;198238.0;25635.0;30661.0;13926.0;4813.0;371826.0;121023.0;36182.0;34399.0;26425.0;184345.0
26;Melilla;18.0;189.0;1234.0;;69.0;41.0;48.0;81.0;;18.0;67.0;16.0;;154.0;34.0;94.0;552.0;616.0;174.0;;22.0;1380.0;100.0;93.0;17.0;185.0;122.0;;28.0;726.0;;239.0;5760.0;;19.0;;194.0;55.0;16.0;19.0;60.0;;282.0;15.0;31.0;;120.0;91.0;;51.0;45.0;21.0
26;Murcia;14542.0;109595.0;33885.0;186.0;809.0;809.0;2507.0;5588.0;461.0;817.0;1245.0;1875.0;15.0;1451.0;1273.0;2473.0;541.0;2525.0;815.0;471.0;2401.0;10983.0;1278.0;1008.0;557.0;3140.0;706.0;792.0;288.0;13958.0;78.0;680263.0;3553.0;1501.0;473.0;253.0;610.0;704.0;467.0;629.0;355.0;927.0;2129.0;419.0;1587.0;644.0;2020.0;10799.0;538.0;441.0;1196.0;628.0
26;Málaga;422.0;2731.0;9565.0;459.0;2568.0;2169.0;3633.0;4354.0;1416.0;922.0;2135.0;499.0;984.0;2348.0;1433.0;626.0;1292.0;53986.0;13483.0;1153.0;1255.0;33454.0;702.0;5766.0;425.0;9221.0;1328.0;438.0;401.0;18893.0;751.0;3128.0;823947.0;942.0;184.0;312.0;835.0;1526.0;211.0;989.0;1634.0;1013.0;14384.0;139.0;753.0;114.0;2941.0;2503.0;857.0;579.0;561.0;545.0
26;Navarra;117.0;2615.0;882.0;2637.0;2634.0;302.0;947.0;3139.0;5064.0;1534.0;5775.0;3582.0;;235.0;978.0;126.0;532.0;2182.0;272.0;17749.0;1486.0;558.0;275.0;487.0;6773.0;517.0;990.0;834.0;525.0;4545.0;36.0;338.0;1494.0;253808.0;294.0;513.0;323.0;1211.0;8288.0;818.0;197.0;304.0;647.0;3408.0;10029.0;600.0;342.0;1972.0;729.0;663.0;11973.0;330.0
26;Ourense;16.0;154.0;32.0;127.0;555.0;143.0;56.0;300.0;125.0;318.0;258.0;42.0;56.0;66.0;8896.0;19.0;120.0;237.0;137.0;142.0;79.0;;61.0;105.0;;109.0;578.0;134.0;6821.0;1530.0;;110.0;91.0;50.0;156824.0;85.0;42.0;27624.0;62.0;289.0;48.0;83.0;87.0;35.0;77.0;;175.0;135.0;292.0;778.0;96.0;83.0
26;Palencia;44.0;753.0;61.0;159.0;1437.0;202.0;189.0;374.0;244.0;3448.0;6145.0;273.0;;56.0;369.0;72.0;205.0;783.0;;324.0;;170.0;122.0;300.0;158.0;140.0;2307.0;15.0;155.0;1982.0;;110.0;438.0;249.0;222.0;69916.0;;731.0;307.0;676.0;;1100.0;185.0;144.0;111.0;22.0;181.0;218.0;9847.0;883.0;91.0;377.0
26;Palmas, Las;65.0;585.0;137.0;80.0;873.0;177.0;917.0;2733.0;678.0;285.0;521.0;84.0;17.0;126.0;1459.0;112.0;131.0;1251.0;259.0;510.0;353.0;593.0;147.0;629.0;245.0;241.0;433.0;126.0;190.0;5604.0;;400.0;1011.0;331.0;207.0;;886613.0;1063.0;267.0;215.0;21876.0;269.0;1435.0;24.0;311.0;;253.0;1042.0;128.0;106.0;258.0;153.0
26;Pontevedra;58.0;681.0;107.0;151.0;2636.0;221.0;710.0;1316.0;568.0;408.0;794.0;16.0;;49.0;43194.0;51.0;291.0;806.0;120.0;474.0;171.0;186.0;138.0;271.0;87.0;;2115.0;83.0;7962.0;4289.0;22.0;115.0;290.0;288.0;20218.0;192.0;328.0;459279.0;144.0;831.0;273.0;498.0;347.0;93.0;170.0;;314.0;440.0;992.0;1347.0;196.0;164.0
26;Rioja, La;43.0;1127.0;368.0;15549.0;1724.0;130.0;336.0;1170.0;4084.0;4019.0;6413.0;1176.0;;116.0;366.0;117.0;296.0;920.0;92.0;3142.0;265.0;123.0;296.0;147.0;868.0;53.0;796.0;420.0;141.0;2291.0;;105.0;631.0;17200.0;218.0;509.0;106.0;478.0;123474.0;454.0;81.0;178.0;264.0;2463.0;2446.0;274.0;155.0;947.0;393.0;412.0;2789.0;120.0
26;Salamanca;274.0;1280.0;527.0;266.0;2385.0;1140.0;440.0;780.0;925.0;1584.0;2513.0;300.0;;248.0;1040.0;153.0;5940.0;1778.0;111.0;582.0;237.0;222.0;146.0;759.0;299.0;232.0;2764.0;79.0;389.0;6040.0;;393.0;761.0;551.0;328.0;940.0;669.0;1556.0;423.0;206189.0;479.0;1795.0;647.0;362.0;309.0;40.0;698.0;889.0;5570.0;9463.0;369.0;5098.0
26;Santa Cruz de Tenerife;87.0;452.0;296.0;103.0;1305.0;167.0;1335.0;2606.0;905.0;153.0;645.0;61.0;;31.0;1077.0;103.0;244.0;835.0;102.0;588.0;366.0;444.0;85.0;540.0;130.0;135.0;441.0;91.0;140.0;4209.0;;239.0;991.0;296.0;146.0;77.0;22815.0;1509.0;147.0;132.0;964002.0;137.0;751.0;21.0;702.0;26.0;220.0;693.0;174.0;78.0;284.0;137.0
26;Segovia;108.0;1133.0;167.0;69.0;538.0;152.0;226.0;235.0;136.0;502.0;1117.0;205.0;;133.0;222.0;141.0;405.0;381.0;47.0;132.0;107.0;119.0;117.0;166.0;56.0;114.0;473.0;39.0;92.0;8061.0;;192.0;265.0;65.0;59.0;266.0;113.0;238.0;64.0;653.0;48.0;79790.0;110.0;248.0;130.0;82.0;352.0;731.0;2400.0;393.0;154.0;1260.0
26;Sevilla;561.0;2159.0;5108.0;277.0;2062.0;16286.0;2279.0;4930.0;1229.0;579.0;1968.0;493.0;335.0;2043.0;1406.0;825.0;4571.0;175037.0;17202.0;1298.0;1237.0;9902.0;978.0;132934.0;769.0;6404.0;816.0;351.0;355.0;11697.0;94.0;1704.0;33502.0;1145.0;378.0;216.0;1667.0;1551.0;336.0;2290.0;994.0;738.0;613092.0;247.0;771.0;157.0;3474.0;3646.0;818.0;762.0;1450.0;618.0
26;Soria;42.0;481.0;45.0;139.0;281.0;45.0;93.0;462.0;266.0;1374.0;631.0;565.0;;81.0;100.0;49.0;82.0;234.0;;283.0;94.0;50.0;585.0;56.0;282.0;23.0;347.0;111.0;142.0;1574.0;;104.0;162.0;846.0;24.0;259.0;;55.0;845.0;178.0;;381.0;46.0;45927.0;328.0;153.0;142.0;470.0;499.0;135.0;2166.0;107.0
26;Tarragona;314.0;1325.0;317.0;133.0;583.0;236.0;1183.0;48103.0;535.0;472.0;427.0;4701.0;;557.0;567.0;393.0;161.0;407.0;228.0;419.0;5840.0;240.0;297.0;145.0;3084.0;396.0;378.0;10840.0;231.0;2006.0;;499.0;468.0;991.0;130.0;153.0;108.0;267.0;468.0;241.0;98.0;159.0;312.0;274.0;418808.0;2564.0;247.0;2594.0;131.0;178.0;2654.0;123.0
26;Teruel;94.0;485.0;52.0;21.0;102.0;17.0;144.0;414.0;78.0;41.0;64.0;3234.0;;57.0;125.0;462.0;32.0;59.0;;67.0;55.0;127.0;834.0;51.0;961.0;79.0;24.0;63.0;;473.0;;123.0;16.0;225.0;;65.0;;68.0;97.0;44.0;;;47.0;168.0;278.0;22423.0;67.0;4983.0;71.0;16.0;2993.0;
26;Toledo;961.0;3843.0;765.0;15.0;1231.0;2035.0;632.0;479.0;242.0;454.0;893.0;536.0;;3586.0;562.0;1763.0;7379.0;1576.0;372.0;212.0;262.0;859.0;852.0;395.0;196.0;728.0;658.0;88.0;225.0;22069.0;;1067.0;1238.0;171.0;247.0;161.0;219.0;334.0;202.0;823.0;71.0;550.0;579.0;264.0;336.0;54.0;134594.0;2294.0;533.0;243.0;381.0;7467.0
26;Valencia/València;11946.0;94688.0;3107.0;520.0;2552.0;879.0;13152.0;11972.0;1533.0;1292.0;1696.0;84372.0;51.0;2652.0;1585.0;24114.0;1313.0;2053.0;905.0;1093.0;3126.0;2450.0;2316.0;671.0;3744.0;1977.0;1305.0;2122.0;591.0;18103.0;;7842.0;2151.0;2180.0;409.0;318.0;788.0;1551.0;1088.0;726.0;1369.0;908.0;1840.0;760.0;5067.0;17231.0;2512.0;1288887.0;833.0;440.0;4548.0;563.0
26;Valladolid;249.0;2069.0;519.0;571.0;6118.0;1019.0;684.0;1161.0;1661.0;7254.0;16729.0;401.0;53.0;285.0;1757.0;464.0;1496.0;3058.0;194.0;1155.0;509.0;352.0;549.0;693.0;246.0;228.0;11565.0;353.0;1039.0;8767.0;18.0;674.0;1984.0;595.0;790.0;19758.0;226.0;2693.0;857.0;9323.0;124.0;10031.0;680.0;1537.0;612.0;266.0;789.0;1472.0;195414.0;11445.0;771.0;4056.0
26;Zamora;;212.0;80.0;55.0;1008.0;170.0;120.0;188.0;243.0;407.0;751.0;133.0;;44.0;865.0;57.0;409.0;446.0;19.0;85.0;54.0;46.0;105.0;170.0;;35.0;1674.0;;164.0;1995.0;;87.0;164.0;83.0;408.0;346.0;40.0;659.0;85.0;4960.0;23.0;285.0;117.0;70.0;145.0;;103.0;215.0;3521.0;73688.0;65.0;509.0
26;Zaragoza;357.0;5026.0;1296.0;1193.0;4196.0;634.0;2724.0;9759.0;3134.0;2312.0;6874.0;22470.0;36.0;608.0;1524.0;877.0;523.0;2662.0;673.0;4842.0;3343.0;1603.0;5107.0;705.0;88363.0;477.0;1954.0;4294.0;694.0;11289.0;94.0;1194.0;2348.0;12309.0;378.0;564.0;824.0;1373.0;7532.0;697.0;330.0;702.0;1368.0;12144.0;48196.0;35386.0;1329.0;8799.0;1151.0;544.0;265339.0;610.0
26;Ávila;58.0;842.0;131.0;66.0;716.0;542.0;133.0;189.0;107.0;295.0;1086.0;137.0;;152.0;307.0;190.0;508.0;381.0;37.0;110.0;108.0;205.0;197.0;296.0;75.0;82.0;398.0;;230.0;7052.0;;185.0;618.0;81.0;124.0;177.0;103.0;611.0;64.0;3859.0;158.0;3832.0;105.0;119.0;19.0;;624.0;557.0;1313.0;389.0;96.0;45157.0
27;Albacete;73680.0;19106.0;1669.0;107.0;840.0;171.0;615.0;1036.0;172.0;197.0;636.0;743.0;;2494.0;532.0;9166.0;58.0;1273.0;220.0;250.0;242.0;480.0;555.0;100.0;371.0;1230.0;104.0;477.0;89.0;4139.0;;11563.0;581.0;316.0;146.0;102.0;71.0;236.0;149.0;185.0;162.0;152.0;345.0;165.0;399.0;195.0;1434.0;8050.0;243.0;76.0;461.0;131.0
27;Alicante/Alacant;12691.0;751420.0;3929.0;923.0;3836.0;352.0;4930.0;6100.0;2122.0;1637.0;2243.0;2845.0;15.0;2296.0;2315.0;4699.0;1176.0;1747.0;1048.0;1798.0;2056.0;4124.0;1563.0;677.0;1414.0;1791.0;3334.0;673.0;926.0;27514.0;57.0;54113.0;2810.0;2093.0;1715.0;787.0;489.0;2072.0;1438.0;1405.0;568.0;1590.0;1664.0;453.0;1934.0;1239.0;3685.0;40058.0;1172.0;570.0;1459.0;1472.0
27;Almería;391.0;2602.0;279260.0;105.0;939.0;408.0;916.0;2594.0;374.0;270.0;638.0;526.0;;580.0;543.0;255.0;133.0;2367.0;988.0;460.0;1361.0;29892.0;316.0;670.0;300.0;3710.0;227.0;512.0;92.0;3898.0;136.0;6591.0;7481.0;360.0;58.0;52.0;253.0;368.0;101.0;106.0;247.0;263.0;2436.0;38.0;739.0;121.0;1000.0;2052.0;263.0;103.0;583.0;180.0
27;Araba/Álava;144.0;3269.0;812.0;81755.0;3029.0;278.0;1381.0;1483.0;21541.0;24899.0;15166.0;1948.0;;154.0;889.0;223.0;1954.0;2603.0;189.0;17445.0;534.0;405.0;213.0;497.0;1469.0;142.0;2802.0;382.0;269.0;2903.0;;370.0;1638.0;7454.0;1514.0;1791.0;239.0;1188.0;15875.0;1816.0;267.0;813.0;458.0;515.0;2626.0;317.0;210.0;1089.0;1018.0;1681.0;1103.0;873.0
27;Asturias;353.0;4780.0;1200.0;567.0;745374.0;807.0;4326.0;2115.0;3158.0;2059.0;11649.0;1128.0;;236.0;8053.0;381.0;2510.0;7346.0;198.0;1650.0;672.0;728.0;363.0;2009.0;574.0;427.0;51021.0;94.0;5570.0;10154.0;;1956.0;2948.0;1020.0;2664.0;3121.0;1090.0;10776.0;875.0;3674.0;678.0;1815.0;1167.0;450.0;1101.0;141.0;764.0;1913.0;3167.0;6180.0;958.0;955.0
27;Badajoz;128.0;721.0;495.0;56.0;1000.0;139791.0;656.0;775.0;216.0;297.0;1114.0;121.0;24.0;837.0;683.0;78.0;25357.0;10087.0;1031.0;280.0;187.0;793.0;211.0;14743.0;333.0;545.0;343.0;16.0;132.0;5044.0;;360.0;3174.0;173.0;129.0;199.0;559.0;718.0;180.0;1757.0;420.0;255.0;6228.0;76.0;154.0;46.0;1422.0;910.0;507.0;283.0;259.0;978.0
27;Balears, Illes;441.0;2733.0;423.0;96.0;2204.0;186.0;799323.0;8538.0;1000.0;323.0;1597.0;562.0;;332.0;1887.0;351.0;251.0;1425.0;384.0;517.0;1391.0;1780.0;230.0;322.0;713.0;863.0;691.0;666.0;733.0;6196.0;;1124.0;1711.0;448.0;399.0;215.0;563.0;1082.0;171.0;299.0;457.0;214.0;1533.0;34.0;1046.0;182.0;538.0;4597.0;300.0;167.0;598.0;196.0
27;Barcelona;2561.0;13852.0;7539.0;1797.0;9854.0;3692.0;61790.0;4012023.0;6378.0;5476.0;10597.0;23541.0;38.0;2846.0;8045.0;5678.0;4167.0;6090.0;3620.0;8063.0;524369.0;8455.0;4105.0;2295.0;27474.0;3774.0;7761.0;97442.0;8039.0;23688.0;;7103.0;7478.0;8900.0;5310.0;2214.0;5645.0;6941.0;4771.0;3539.0;4779.0;2105.0;5649.0;6554.0;356258.0;14782.0;2333.0;19253.0;2546.0;2952.0;15503.0;1359.0
27;Bizkaia;114.0;8382.0;1731.0;23039.0;12869.0;1225.0;6469.0;3965.0;628263.0;54368.0;144251.0;3239.0;;496.0;5122.0;340.0;2929.0;6309.0;486.0;22934.0;1928.0;1084.0;439.0;1667.0;3681.0;349.0;8025.0;749.0;2155.0;7956.0;16.0;991.0;4799.0;8984.0;2757.0;9579.0;995.0;4505.0;19160.0;5214.0;554.0;1909.0;1171.0;1908.0;4398.0;335.0;549.0;2342.0;3783.0;4612.0;2419.0;841.0
27;Burgos;142.0;3617.0;657.0;16507.0;5004.0;343.0;967.0;1081.0;3915.0;176722.0;22427.0;1813.0;;202.0;1390.0;232.0;600.0;2366.0;62.0;2760.0;489.0;409.0;413.0;511.0;476.0;219.0;3245.0;109.0;285.0;7919.0;;575.0;1478.0;1339.0;670.0;7815.0;297.0;1985.0;6700.0;2099.0;152.0;7080.0;408.0;3302.0;1498.0;222.0;545.0;1587.0;5436.0;1377.0;1285.0;965.0
