0;1;Albacete;Alicante/Alacant;Almería;Araba/Álava;Asturias;Badajoz;Balears, Illes;Barcelona;Bizkaia;Burgos;Cantabria;Castellón/Castelló;Ceuta;Ciudad Real;Coruña, A;Cuenca;Cáceres;Cádiz;Córdoba;Gipuzkoa;Girona;Granada;Guadalajara;Huelva;Huesca;Jaén;León;Lleida;Lugo;Madrid;Melilla;Murcia;Málaga;Navarra;Ourense;Palencia;Palmas, Las;Pontevedra;Rioja, La;Salamanca;Santa Cruz de Tenerife;Segovia;Sevilla;Soria;Tarragona;Teruel;Toledo;Valencia/València;Valladolid;Zamora;Zaragoza;Ávila
22;Albacete;67058.0;1854.0;405.0;30.0;75.0;77.0;305.0;495.0;42.0;53.0;53.0;137.0;;1355.0;36.0;6153.0;76.0;172.0;98.0;;86.0;164.0;152.0;39.0;18.0;495.0;91.0;59.0;;2194.0;;4862.0;141.0;79.0;43.0;;283.0;274.0;24.0;33.0;;26.0;165.0;74.0;80.0;43.0;804.0;2443.0;47.0;27.0;291.0;15.0
22;Alicante/Alacant;6352.0;643747.0;823.0;74.0;466.0;97.0;986.0;3460.0;798.0;429.0;322.0;1192.0;;577.0;448.0;846.0;180.0;202.0;272.0;1297.0;859.0;888.0;556.0;27.0;183.0;294.0;407.0;65.0;;11252.0;;35667.0;626.0;969.0;265.0;49.0;59.0;109.0;334.0;280.0;123.0;503.0;434.0;33.0;731.0;155.0;1309.0;22511.0;501.0;75.0;489.0;96.0
22;Almería;137.0;1106.0;233749.0;178.0;15.0;117.0;492.0;2422.0;74.0;147.0;17.0;397.0;;339.0;50.0;62.0;70.0;764.0;311.0;388.0;1456.0;13193.0;241.0;103.0;77.0;977.0;37.0;433.0;17.0;2237.0;17.0;3222.0;2316.0;570.0;;40.0;48.0;49.0;31.0;53.0;;16.0;1052.0;21.0;543.0;73.0;470.0;1557.0;63.0;36.0;628.0;21.0
22;Araba/Álava;35.0;551.0;22.0;64792.0;221.0;32.0;45.0;436.0;9356.0;12212.0;575.0;;;;49.0;24.0;80.0;31.0;32.0;7037.0;44.0;93.0;24.0;;92.0;75.0;193.0;29.0;;1155.0;;188.0;106.0;3211.0;109.0;185.0;53.0;92.0;4101.0;54.0;53.0;30.0;81.0;;30.0;22.0;143.0;224.0;190.0;59.0;400.0;
22;Asturias;81.0;195.0;16.0;268.0;628577.0;131.0;112.0;1088.0;886.0;430.0;2273.0;32.0;;49.0;1294.0;116.0;92.0;78.0;38.0;689.0;64.0;158.0;97.0;16.0;;19.0;5092.0;68.0;2553.0;3398.0;;77.0;129.0;543.0;257.0;478.0;41.0;583.0;240.0;241.0;316.0;108.0;116.0;;154.0;;281.0;415.0;605.0;393.0;517.0;37.0
22;Badajoz;69.0;96.0;96.0;18.0;21.0;131009.0;51.0;346.0;95.0;55.0;100.0;22.0;;445.0;66.0;17.0;13714.0;568.0;473.0;57.0;73.0;205.0;75.0;979.0;16.0;24.0;92.0;24.0;;2016.0;;59.0;320.0;26.0;51.0;40.0;35.0;16.0;;304.0;;;1949.0;22.0;86.0;;752.0;325.0;145.0;73.0;188.0;88.0
22;Balears, Illes;;524.0;31.0;;121.0;50.0;666914.0;2656.0;232.0;;;84.0;;38.0;127.0;50.0;179.0;96.0;154.0;24.0;233.0;155.0;;;67.0;112.0;;51.0;362.0;2351.0;;124.0;120.0;71.0;57.0;46.0;159.0;169.0;36.0;46.0;339.0;36.0;219.0;;126.0;;85.0;1100.0;17.0;;159.0;
22;Barcelona;202.0;1985.0;415.0;418.0;1005.0;312.0;12808.0;3177035.0;1128.0;570.0;714.0;2369.0;;436.0;1128.0;196.0;294.0;706.0;183.0;1590.0;62488.0;545.0;620.0;153.0;2867.0;241.0;407.0;18307.0;422.0;9130.0;;936.0;1127.0;1528.0;460.0;199.0;1229.0;960.0;607.0;223.0;1165.0;82.0;1151.0;241.0;55386.0;1017.0;460.0;5494.0;890.0;90.0;3964.0;26.0
22;Bizkaia;;342.0;;10596.0;914.0;41.0;242.0;1428.0;631395.0;3876.0;17702.0;128.0;;65.0;289.0;;107.0;216.0;26.0;10828.0;138.0;;105.0;68.0;93.0;110.0;383.0;179.0;74.0;2805.0;;83.0;216.0;3067.0;223.0;239.0;44.0;250.0;1633.0;105.0;91.0;115.0;62.0;135.0;229.0;71.0;229.0;518.0;236.0;95.0;683.0;16.0
22;Burgos;22.0;206.0;22.0;15844.0;417.0;112.0;23.0;598.0;1622.0;155411.0;1789.0;42.0;;73.0;122.0;15.0;107.0;69.0;24.0;1219.0;88.0;42.0;160.0;33.0;89.0;52.0;689.0;19.0;50.0;2996.0;;55.0;83.0;850.0;88.0;2829.0;;120.0;3099.0;453.0;;3430.0;217.0;1288.0;253.0;28.0;296.0;149.0;1831.0;376.0;571.0;317.0
22;Cantabria;16.0;76.0;;617.0;2908.0;;171.0;466.0;16907.0;1070.0;235600.0;71.0;;;345.0;;63.0;23.0;;1059.0;41.0;59.0;34.0;;18.0;;340.0;;147.0;2023.0;;;55.0;566.0;;1102.0;67.0;84.0;398.0;203.0;145.0;149.0;21.0;;118.0;;83.0;536.0;312.0;166.0;354.0;
22;Castellón/Castelló;91.0;730.0;75.0;228.0;192.0;28.0;356.0;928.0;77.0;23.0;;215534.0;;51.0;77.0;256.0;55.0;20.0;144.0;151.0;620.0;17.0;150.0;44.0;172.0;;43.0;400.0;;910.0;;161.0;121.0;285.0;;60.0;;51.0;38.0;;;48.0;507.0;47.0;1199.0;940.0;110.0;14131.0;169.0;17.0;402.0;
22;Ceuta;;;27.0;;;;;;;;;;;;37.0;;;11509.0;64.0;;;129.0;;60.0;;58.0;41.0;;;92.0;;16.0;856.0;;;;;;;;50.0;;168.0;32.0;;;;37.0;;;;
22;Ciudad Real;4448.0;513.0;97.0;81.0;16.0;276.0;19.0;608.0;56.0;35.0;101.0;126.0;;108099.0;16.0;1831.0;115.0;187.0;856.0;58.0;105.0;389.0;499.0;72.0;168.0;1021.0;;;;5048.0;;437.0;708.0;161.0;51.0;;69.0;;35.0;53.0;;44.0;431.0;;136.0;;8522.0;821.0;66.0;24.0;284.0;
22;Coruña, A;;154.0;72.0;73.0;2068.0;141.0;369.0;1095.0;387.0;128.0;338.0;;;60.0;592462.0;113.0;92.0;459.0;;158.0;122.0;93.0;77.0;99.0;19.0;;1830.0;;11941.0;3419.0;;91.0;131.0;339.0;4895.0;20.0;238.0;24334.0;244.0;173.0;103.0;132.0;167.0;38.0;111.0;54.0;288.0;402.0;577.0;418.0;329.0;
22;Cuenca;321.0;151.0;;;;;;119.0;53.0;;;22.0;;220.0;;43983.0;;;;;23.0;;620.0;;;15.0;;;;1347.0;;55.0;;;;;;;;;;;;;;83.0;376.0;467.0;;;49.0;
22;Cáceres;16.0;45.0;92.0;18.0;175.0;5934.0;49.0;131.0;54.0;35.0;15.0;15.0;61.0;92.0;15.0;47.0;81042.0;213.0;136.0;16.0;19.0;57.0;76.0;152.0;16.0;15.0;37.0;19.0;;1502.0;48.0;50.0;125.0;17.0;;19.0;92.0;;30.0;1014.0;;82.0;425.0;;;;731.0;39.0;151.0;63.0;98.0;318.0
22;Cádiz;165.0;268.0;768.0;186.0;100.0;1737.0;666.0;1992.0;293.0;420.0;74.0;130.0;2955.0;526.0;205.0;68.0;460.0;457292.0;1159.0;742.0;265.0;1770.0;127.0;6461.0;19.0;911.0;119.0;67.0;72.0;5028.0;;763.0;12310.0;313.0;85.0;141.0;291.0;203.0;53.0;334.0;223.0;22.0;17483.0;;292.0;33.0;585.0;1190.0;424.0;15.0;206.0;72.0
22;Córdoba;194.0;70.0;500.0;19.0;196.0;1004.0;125.0;649.0;47.0;28.0;79.0;372.0;15.0;1024.0;71.0;90.0;264.0;968.0;80640.0;57.0;202.0;1812.0;134.0;1164.0;;4089.0;;104.0;44.0;2144.0;;319.0;6689.0;167.0;;38.0;70.0;129.0;15.0;63.0;125.0;28.0;11777.0;;216.0;21.0;355.0;530.0;97.0;;200.0;28.0
22;Gipuzkoa;17.0;210.0;17.0;1719.0;418.0;19.0;99.0;931.0;4223.0;407.0;758.0;;;;204.0;;120.0;166.0;15.0;220990.0;515.0;97.0;71.0;;72.0;32.0;82.0;138.0;23.0;1744.0;;39.0;41.0;7298.0;81.0;38.0;49.0;278.0;586.0;82.0;;25.0;80.0;70.0;59.0;;53.0;238.0;233.0;87.0;300.0;
22;Girona;;153.0;15.0;74.0;;18.0;517.0;47880.0;110.0;;;84.0;;;;16.0;;;15.0;49.0;358393.0;40.0;38.0;43.0;147.0;;;529.0;;427.0;;267.0;16.0;24.0;;;212.0;;16.0;21.0;;;25.0;;590.0;35.0;70.0;240.0;15.0;;201.0;
22;Granada;83.0;353.0;3661.0;41.0;99.0;483.0;617.0;687.0;43.0;;49.0;86.0;300.0;475.0;;57.0;122.0;1674.0;1148.0;139.0;259.0;250531.0;112.0;325.0;99.0;4754.0;;23.0;;2281.0;107.0;661.0;5767.0;22.0;90.0;;641.0;228.0;115.0;102.0;286.0;;1777.0;16.0;159.0;32.0;329.0;251.0;45.0;;136.0;19.0
22;Guadalajara;70.0;53.0;18.0;35.0;41.0;52.0;85.0;404.0;33.0;52.0;;;;205.0;95.0;731.0;71.0;39.0;89.0;15.0;73.0;64.0;100830.0;21.0;35.0;16.0;;;;24106.0;;52.0;107.0;113.0;23.0;15.0;54.0;16.0;22.0;16.0;22.0;68.0;36.0;134.0;17.0;24.0;447.0;197.0;93.0;;300.0;15.0
22;Huelva;;147.0;;116.0;15.0;227.0;30.0;158.0;;;;;;155.0;30.0;;99.0;480.0;277.0;16.0;18.0;91.0;20.0;80997.0;;118.0;19.0;90.0;;318.0;;;395.0;;38.0;57.0;;26.0;;17.0;40.0;;3510.0;;20.0;;327.0;137.0;;;;
22;Huesca;;;;;62.0;;;266.0;61.0;;;19.0;;72.0;;;;;;26.0;16.0;;22.0;;48323.0;;;352.0;;173.0;;;;221.0;;15.0;;;136.0;;;;;16.0;145.0;237.0;;31.0;;;4237.0;
22;Jaén;258.0;169.0;745.0;;;278.0;73.0;514.0;;;;;;1008.0;;37.0;107.0;452.0;3315.0;96.0;15.0;3748.0;89.0;126.0;;99911.0;;;;2278.0;16.0;202.0;1757.0;23.0;;;74.0;;;63.0;;;1558.0;;37.0;;497.0;235.0;;;86.0;
22;León;39.0;174.0;15.0;150.0;3144.0;193.0;58.0;395.0;338.0;879.0;604.0;73.0;;18.0;1104.0;;134.0;;;790.0;26.0;;102.0;;35.0;;234052.0;;1600.0;2353.0;;52.0;64.0;233.0;2147.0;1409.0;173.0;582.0;395.0;545.0;73.0;347.0;86.0;168.0;15.0;;114.0;185.0;1691.0;1684.0;156.0;120.0
22;Lleida;22.0;57.0;29.0;22.0;;20.0;215.0;6865.0;16.0;104.0;56.0;193.0;;;16.0;;19.0;;34.0;221.0;985.0;24.0;110.0;;7824.0;15.0;62.0;81709.0;;654.0;;149.0;32.0;189.0;;49.0;15.0;;90.0;;;;72.0;54.0;4301.0;170.0;53.0;292.0;42.0;;1321.0;
22;Lugo;;;;21.0;1527.0;24.0;;140.0;18.0;84.0;45.0;32.0;;33.0;5791.0;;20.0;89.0;;83.0;;;;;;;523.0;;71236.0;519.0;;;31.0;85.0;1086.0;37.0;;1405.0;35.0;63.0;;29.0;51.0;33.0;;31.0;34.0;69.0;96.0;198.0;122.0;15.0
22;Madrid;2217.0;10502.0;3586.0;1644.0;8392.0;5432.0;6784.0;13712.0;5671.0;4584.0;6025.0;1462.0;375.0;11383.0;5376.0;9073.0;8908.0;6150.0;3037.0;4070.0;2243.0;4329.0;51145.0;2232.0;1877.0;4210.0;5899.0;901.0;1385.0;3075372.0;276.0;6388.0;8749.0;4669.0;2155.0;1545.0;5193.0;5724.0;2756.0;5692.0;3733.0;15161.0;7560.0;2114.0;2009.0;453.0;104324.0;11733.0;5693.0;3246.0;8576.0;11896.0
22;Melilla;;;409.0;;;35.0;;;;;;;;;;;34.0;79.0;18.0;;;297.0;;;;16.0;;;;309.0;;46.0;793.0;;;;42.0;;;;;;64.0;;;;30.0;;;;;
22;Murcia;6187.0;35867.0;17047.0;82.0;237.0;185.0;635.0;2580.0;193.0;71.0;250.0;1028.0;;500.0;322.0;792.0;163.0;696.0;293.0;283.0;1881.0;4090.0;398.0;283.0;33.0;808.0;194.0;247.0;124.0;5811.0;38.0;583570.0;1026.0;1465.0;65.0;;452.0;127.0;172.0;48.0;152.0;204.0;990.0;37.0;892.0;338.0;644.0;5104.0;181.0;104.0;801.0;
22;Málaga;191.0;820.0;2458.0;71.0;366.0;612.0;754.0;2319.0;432.0;232.0;607.0;164.0;306.0;595.0;378.0;26.0;195.0;12526.0;5636.0;202.0;593.0;10772.0;149.0;717.0;73.0;3056.0;185.0;28.0;;7222.0;313.0;1100.0;690302.0;274.0;18.0;55.0;249.0;254.0;119.0;129.0;1047.0;50.0;6271.0;72.0;249.0;;628.0;786.0;498.0;19.0;226.0;112.0
22;Navarra;;115.0;49.0;1145.0;347.0;38.0;222.0;1136.0;1186.0;206.0;335.0;51.0;;51.0;106.0;29.0;;59.0;32.0;2728.0;173.0;21.0;83.0;26.0;472.0;116.0;63.0;279.0;107.0;1698.0;;174.0;138.0;225375.0;63.0;109.0;98.0;122.0;3944.0;103.0;52.0;51.0;119.0;511.0;235.0;56.0;22.0;267.0;341.0;19.0;5329.0;41.0
22;Ourense;;67.0;;101.0;144.0;;31.0;87.0;31.0;126.0;43.0;23.0;;37.0;2661.0;;;19.0;;20.0;;;21.0;18.0;;;140.0;;3935.0;725.0;;;;;143703.0;;;5484.0;25.0;;;24.0;;85.0;;;148.0;23.0;123.0;358.0;72.0;20.0
22;Palencia;;;;60.0;324.0;45.0;51.0;167.0;128.0;1706.0;396.0;;;24.0;112.0;21.0;57.0;25.0;;135.0;;;96.0;;;;599.0;;54.0;693.0;;;;55.0;23.0;57603.0;;92.0;84.0;158.0;;676.0;37.0;42.0;;;144.0;79.0;4132.0;367.0;162.0;65.0
22;Palmas, Las;15.0;76.0;18.0;53.0;88.0;19.0;154.0;1057.0;271.0;32.0;62.0;;;118.0;326.0;24.0;15.0;240.0;;206.0;102.0;148.0;39.0;31.0;;89.0;63.0;;;1705.0;;53.0;137.0;96.0;;;776866.0;113.0;19.0;19.0;6877.0;;325.0;;44.0;;26.0;282.0;;;60.0;
22;Pontevedra;31.0;91.0;;32.0;790.0;22.0;133.0;364.0;360.0;95.0;216.0;47.0;;;21644.0;21.0;34.0;243.0;17.0;221.0;73.0;43.0;;63.0;;;543.0;;2473.0;2022.0;;51.0;20.0;111.0;6984.0;56.0;127.0;343308.0;64.0;137.0;69.0;73.0;101.0;;77.0;;89.0;257.0;235.0;664.0;81.0;46.0
22;Rioja, La;18.0;35.0;23.0;11516.0;130.0;20.0;20.0;410.0;856.0;1066.0;131.0;26.0;;51.0;15.0;;;190.0;16.0;745.0;62.0;;81.0;;151.0;;110.0;169.0;43.0;640.0;;78.0;67.0;10508.0;;83.0;;22.0;97820.0;118.0;76.0;21.0;100.0;460.0;121.0;54.0;117.0;245.0;146.0;16.0;718.0;
22;Salamanca;;145.0;;78.0;531.0;404.0;137.0;262.0;229.0;467.0;484.0;32.0;;35.0;177.0;39.0;2054.0;97.0;15.0;189.0;19.0;;88.0;41.0;161.0;35.0;717.0;;90.0;2210.0;;93.0;132.0;108.0;125.0;358.0;334.0;291.0;120.0;158578.0;178.0;572.0;153.0;102.0;53.0;;384.0;561.0;1606.0;3662.0;84.0;1420.0
22;Santa Cruz de Tenerife;;208.0;15.0;;240.0;;256.0;925.0;169.0;57.0;241.0;;;;207.0;;33.0;100.0;;165.0;15.0;168.0;;50.0;;;71.0;15.0;15.0;1597.0;;15.0;71.0;16.0;;;7852.0;486.0;;;820597.0;;190.0;21.0;61.0;;;130.0;58.0;20.0;46.0;16.0
22;Segovia;;37.0;;;53.0;;49.0;87.0;24.0;142.0;50.0;;;17.0;50.0;27.0;27.0;15.0;;17.0;17.0;;26.0;134.0;;;92.0;;;3180.0;;26.0;;;15.0;58.0;;40.0;;168.0;;58381.0;19.0;115.0;18.0;;96.0;55.0;904.0;52.0;18.0;454.0
22;Sevilla;193.0;820.0;776.0;174.0;315.0;5636.0;536.0;1982.0;168.0;417.0;114.0;244.0;440.0;665.0;295.0;247.0;1176.0;19240.0;8492.0;554.0;778.0;2502.0;426.0;14786.0;33.0;2499.0;150.0;80.0;141.0;5340.0;;661.0;6647.0;266.0;87.0;58.0;599.0;193.0;68.0;265.0;304.0;23.0;556176.0;19.0;301.0;89.0;724.0;2053.0;193.0;69.0;752.0;52.0
22;Soria;;52.0;;64.0;;;;133.0;112.0;604.0;33.0;30.0;;38.0;17.0;;15.0;;;92.0;21.0;;272.0;;35.0;;107.0;15.0;;542.0;;18.0;;275.0;;42.0;;;313.0;78.0;;117.0;;35963.0;51.0;71.0;45.0;181.0;123.0;27.0;705.0;111.0
22;Tarragona;;323.0;;73.0;26.0;65.0;208.0;21989.0;90.0;210.0;27.0;1236.0;;71.0;84.0;78.0;116.0;57.0;;64.0;1148.0;119.0;35.0;94.0;703.0;149.0;;3054.0;;908.0;;188.0;;318.0;;;;101.0;66.0;43.0;;;55.0;;330606.0;208.0;61.0;776.0;102.0;;845.0;
22;Teruel;;77.0;;;;;;100.0;84.0;;;414.0;;;;150.0;27.0;;;22.0;19.0;;247.0;;190.0;;;76.0;;79.0;;25.0;;65.0;;;;;;;;;15.0;84.0;59.0;17242.0;;1229.0;34.0;;1236.0;
22;Toledo;181.0;117.0;117.0;;60.0;384.0;78.0;125.0;;17.0;26.0;64.0;;1478.0;32.0;592.0;2772.0;63.0;93.0;;45.0;82.0;339.0;33.0;;197.0;22.0;17.0;;9811.0;;91.0;97.0;129.0;;;106.0;38.0;46.0;144.0;;143.0;197.0;17.0;59.0;16.0;111621.0;155.0;163.0;;104.0;2296.0
22;Valencia/València;3697.0;22507.0;916.0;174.0;350.0;272.0;3484.0;4866.0;230.0;221.0;368.0;24631.0;26.0;733.0;328.0;4357.0;504.0;653.0;311.0;349.0;1125.0;459.0;383.0;141.0;599.0;306.0;326.0;442.0;70.0;6415.0;;3372.0;625.0;1026.0;74.0;24.0;347.0;301.0;444.0;214.0;334.0;269.0;531.0;129.0;1794.0;2036.0;945.0;1018587.0;187.0;97.0;2033.0;151.0
22;Valladolid;32.0;286.0;217.0;173.0;669.0;221.0;93.0;914.0;719.0;2384.0;787.0;17.0;;39.0;280.0;180.0;531.0;337.0;118.0;660.0;225.0;80.0;211.0;38.0;58.0;70.0;2363.0;22.0;133.0;3840.0;;143.0;241.0;299.0;177.0;7328.0;154.0;376.0;300.0;2776.0;64.0;3328.0;385.0;512.0;180.0;;188.0;381.0;145104.0;2923.0;490.0;1062.0
22;Zamora;;;;24.0;125.0;111.0;20.0;15.0;52.0;115.0;136.0;16.0;;;59.0;19.0;91.0;;;86.0;;;22.0;34.0;;;452.0;;17.0;665.0;;;49.0;42.0;110.0;189.0;;32.0;16.0;2564.0;;138.0;17.0;18.0;;;39.0;63.0;1450.0;60495.0;38.0;213.0
22;Zaragoza;102.0;559.0;59.0;365.0;428.0;124.0;261.0;3094.0;788.0;276.0;570.0;471.0;25.0;172.0;244.0;251.0;77.0;143.0;190.0;808.0;595.0;185.0;948.0;70.0;13785.0;117.0;137.0;1329.0;63.0;3629.0;77.0;194.0;236.0;5460.0;36.0;93.0;238.0;123.0;2390.0;124.0;93.0;185.0;307.0;1814.0;1375.0;7461.0;366.0;1071.0;220.0;104.0;214030.0;36.0
22;Ávila;;73.0;;;85.0;40.0;163.0;87.0;;92.0;41.0;;;;63.0;18.0;174.0;42.0;105.0;27.0;;94.0;56.0;;;36.0;112.0;;127.0;3119.0;;45.0;135.0;26.0;;79.0;;456.0;59.0;1423.0;151.0;2091.0;15.0;15.0;;;194.0;168.0;590.0;55.0;47.0;27751.0
23;Albacete;74194.0;2049.0;393.0;;258.0;135.0;272.0;593.0;18.0;35.0;23.0;459.0;;1317.0;69.0;5394.0;65.0;238.0;179.0;;104.0;280.0;191.0;15.0;;473.0;171.0;46.0;;2262.0;;4164.0;142.0;134.0;41.0;19.0;188.0;106.0;21.0;166.0;;21.0;306.0;45.0;91.0;126.0;601.0;2594.0;101.0;84.0;318.0;
23;Alicante/Alacant;5769.0;671823.0;1044.0;399.0;661.0;309.0;921.0;4057.0;784.0;407.0;387.0;1315.0;;625.0;560.0;922.0;179.0;202.0;99.0;1216.0;954.0;965.0;632.0;180.0;270.0;414.0;542.0;135.0;97.0;13311.0;;40000.0;699.0;920.0;89.0;88.0;91.0;156.0;307.0;375.0;102.0;419.0;379.0;19.0;999.0;164.0;1446.0;22655.0;496.0;108.0;453.0;83.0
23;Almería;143.0;1072.0;243357.0;77.0;135.0;91.0;564.0;2094.0;122.0;232.0;;409.0;;298.0;34.0;58.0;73.0;1188.0;1060.0;369.0;1200.0;29819.0;261.0;246.0;95.0;3562.0;49.0;460.0;;2772.0;15.0;3355.0;5133.0;474.0;;;70.0;39.0;;40.0;31.0;33.0;1599.0;17.0;591.0;115.0;274.0;1493.0;59.0;34.0;601.0;137.0
23;Araba/Álava;17.0;509.0;;68942.0;233.0;52.0;57.0;540.0;19877.0;11940.0;787.0;16.0;;16.0;78.0;;95.0;61.0;;14939.0;18.0;106.0;39.0;62.0;64.0;56.0;251.0;57.0;;1024.0;;117.0;114.0;3339.0;112.0;153.0;24.0;83.0;4036.0;131.0;44.0;58.0;53.0;43.0;51.0;15.0;61.0;203.0;132.0;123.0;327.0;
23;Asturias;107.0;262.0;51.0;272.0;625036.0;62.0;158.0;1337.0;1148.0;636.0;2556.0;;;51.0;1576.0;87.0;134.0;253.0;82.0;614.0;45.0;110.0;103.0;35.0;24.0;35.0;5669.0;49.0;2662.0;3930.0;;55.0;162.0;352.0;413.0;530.0;19.0;878.0;209.0;359.0;469.0;199.0;166.0;;144.0;;241.0;423.0;609.0;591.0;608.0;78.0
23;Badajoz;32.0;125.0;91.0;22.0;15.0;133731.0;89.0;383.0;141.0;111.0;60.0;25.0;;665.0;71.0;49.0;13309.0;610.0;723.0;61.0;59.0;242.0;55.0;1388.0;38.0;135.0;156.0;42.0;;2254.0;;191.0;448.0;16.0;39.0;33.0;15.0;81.0;;331.0;;16.0;1872.0;;61.0;15.0;603.0;201.0;273.0;19.0;310.0;64.0
23;Balears, Illes;32.0;648.0;42.0;;119.0;35.0;685643.0;2813.0;255.0;;54.0;86.0;;18.0;176.0;15.0;162.0;108.0;57.0;17.0;285.0;155.0;18.0;31.0;86.0;121.0;;58.0;448.0;2796.0;;184.0;98.0;194.0;;19.0;221.0;226.0;;61.0;313.0;36.0;160.0;;141.0;17.0;68.0;1169.0;36.0;;77.0;
23;Barcelona;242.0;2604.0;508.0;591.0;1008.0;435.0;13546.0;3574050.0;1576.0;589.0;881.0;2381.0;20.0;427.0;1430.0;290.0;571.0;641.0;250.0;1639.0;69838.0;633.0;775.0;210.0;3616.0;274.0;456.0;21602.0;527.0;11109.0;;982.0;987.0;1693.0;517.0;256.0;1327.0;840.0;848.0;256.0;925.0;173.0;1207.0;193.0;66750.0;970.0;434.0;5475.0;576.0;123.0;4322.0;43.0
23;Bizkaia;18.0;194.0;78.0;21088.0;1033.0;120.0;266.0;1128.0;651332.0;4887.0;17333.0;39.0;;64.0;453.0;82.0;99.0;276.0;44.0;19393.0;132.0;;77.0;;141.0;86.0;391.0;108.0;284.0;3151.0;;86.0;266.0;3649.0;168.0;262.0;50.0;277.0;2117.0;201.0;92.0;57.0;93.0;166.0;181.0;24.0;244.0;596.0;171.0;112.0;609.0;
23;Burgos;;266.0;24.0;15353.0;529.0;66.0;62.0;694.0;1713.0;158123.0;1585.0;23.0;;44.0;189.0;48.0;143.0;86.0;15.0;1416.0;98.0;117.0;173.0;45.0;131.0;;843.0;81.0;58.0;3504.0;;45.0;95.0;845.0;83.0;2888.0;16.0;67.0;3385.0;526.0;18.0;3584.0;217.0;1408.0;92.0;19.0;436.0;216.0;2279.0;421.0;524.0;226.0
23;Cantabria;15.0;30.0;;850.0;3106.0;16.0;133.0;508.0;17269.0;1115.0;238829.0;90.0;;90.0;206.0;;;42.0;16.0;1279.0;34.0;55.0;47.0;15.0;24.0;;351.0;;125.0;2223.0;;;70.0;497.0;36.0;1203.0;68.0;194.0;315.0;188.0;158.0;104.0;48.0;;98.0;;59.0;76.0;245.0;246.0;260.0;170.0
23;Castellón/Castelló;132.0;772.0;106.0;36.0;154.0;;229.0;1457.0;59.0;248.0;17.0;228902.0;;44.0;37.0;286.0;;68.0;87.0;191.0;515.0;56.0;99.0;43.0;92.0;39.0;48.0;241.0;;978.0;;284.0;149.0;238.0;;32.0;;20.0;87.0;25.0;138.0;73.0;517.0;16.0;1277.0;1006.0;115.0;13628.0;86.0;;594.0;
23;Ceuta;;;50.0;;;;;;;;;;;;43.0;;;10444.0;57.0;;;146.0;;92.0;;17.0;41.0;;;137.0;;;932.0;;;;;;;;51.0;;235.0;64.0;;;16.0;17.0;;;;
23;Ciudad Real;4225.0;470.0;54.0;55.0;39.0;271.0;15.0;626.0;106.0;167.0;60.0;212.0;;110963.0;;1906.0;31.0;366.0;863.0;32.0;87.0;526.0;373.0;116.0;141.0;1095.0;33.0;17.0;;5717.0;;482.0;726.0;144.0;18.0;;79.0;;57.0;75.0;16.0;50.0;333.0;;192.0;15.0;8393.0;950.0;113.0;22.0;211.0;45.0
23;Coruña, A;16.0;265.0;30.0;49.0;2539.0;135.0;371.0;1163.0;559.0;189.0;474.0;83.0;;67.0;579437.0;56.0;35.0;565.0;16.0;223.0;376.0;118.0;122.0;125.0;19.0;31.0;1843.0;84.0;29125.0;3763.0;;128.0;197.0;242.0;12901.0;16.0;256.0;45417.0;245.0;198.0;115.0;245.0;198.0;38.0;191.0;17.0;156.0;459.0;490.0;298.0;369.0;18.0
23;Cuenca;320.0;135.0;;;;35.0;15.0;146.0;20.0;;;37.0;;218.0;;43722.0;;43.0;;;27.0;;1257.0;;;;20.0;;;1631.0;;95.0;;;;;;;;;;;40.0;;21.0;83.0;367.0;624.0;;;47.0;
23;Cáceres;15.0;82.0;76.0;;175.0;6225.0;58.0;191.0;51.0;15.0;71.0;;70.0;93.0;40.0;;84071.0;191.0;144.0;86.0;15.0;42.0;52.0;159.0;;62.0;56.0;48.0;;2065.0;50.0;54.0;229.0;57.0;;;108.0;25.0;30.0;1069.0;;32.0;476.0;;;22.0;706.0;81.0;170.0;42.0;163.0;279.0
23;Cádiz;222.0;411.0;1334.0;239.0;92.0;1755.0;793.0;1832.0;299.0;448.0;117.0;277.0;3322.0;468.0;467.0;51.0;494.0;479417.0;3659.0;480.0;305.0;4152.0;78.0;10314.0;;2302.0;17.0;50.0;57.0;6446.0;21.0;656.0;25244.0;283.0;34.0;97.0;274.0;289.0;46.0;318.0;265.0;85.0;31529.0;;403.0;54.0;694.0;1113.0;336.0;89.0;363.0;48.0
23;Córdoba;236.0;77.0;1070.0;39.0;266.0;1105.0;153.0;523.0;19.0;;16.0;391.0;43.0;890.0;118.0;97.0;162.0;4372.0;83952.0;50.0;253.0;4324.0;157.0;3099.0;65.0;7198.0;16.0;104.0;22.0;2889.0;;465.0;22965.0;157.0;;;55.0;82.0;;35.0;159.0;;18015.0;21.0;121.0;58.0;363.0;734.0;70.0;;187.0;
23;Gipuzkoa;15.0;84.0;;3316.0;352.0;15.0;112.0;1014.0;9311.0;596.0;679.0;24.0;;;281.0;;52.0;193.0;;237193.0;245.0;106.0;19.0;;81.0;48.0;136.0;99.0;44.0;1851.0;;39.0;39.0;8421.0;77.0;54.0;44.0;242.0;728.0;132.0;;24.0;55.0;98.0;87.0;;68.0;531.0;158.0;73.0;357.0;
